k[h/Mpc] d^2P/dk^2(z=0.00) d^2P/dk^2(z=0.08) d^2P/dk^2(z=0.17) d^2P/dk^2(z=0.29) d^2P/dk^2(z=0.42) d^2P/dk^2(z=0.59) d^2P/dk^2(z=0.80) d^2P/dk^2(z=1.08) d^2P/dk^2(z=1.45) d^2P/dk^2(z=2.00) 
0.00015841 1968890678.06 3154886431.03 -812071436.206 4775144656.69 320458316.537 -708913533.212 446954914.781 -4106615793.07 1475263765.6 -274423294.403 
0.00016161 1490175648.29 1444237782.18 2585002110.4 -1676697358.86 3648759574.15 2300212661.98 1857325056.97 5366695153.41 540316158.585 1005002793.6 
0.00016487 -3427817542.95 -4480495619.5 -4119621708.4 -2382302463.55 -5248208007.01 -1645501446.67 -3777116113.84 -4888280566.88 -907790653.531 -679093102.593 
0.0001682 -1086781550.68 -560020036.503 -217146437.714 896178254.217 602531952.132 -1830351945.68 1313896403.56 1496152037.81 -305272861.646 525516041.071 
0.0001716 -4731662814.44 -4055909592.29 -3054675201.71 -5578782316.93 -2451058942.97 -2052900718.46 -2219111994.8 -2584908826.64 -1066441484.11 -2521956469.59 
0.00017507 8149142042.47 6584066007.88 4833699059.12 7142256127.02 4219888017.38 4646070506.68 1842335791.91 2423357025.26 1546700296.53 3447573366.46 
0.0001786 -8921481055.37 -8249214510.81 -6412714131.6 -6745810209.66 -5917689577.02 -5557101005.66 -1461988709.87 -1214294133.45 -2685314511.98 -3700825851.6 
0.00018221 1706414253.73 3681660993.16 2171820332.21 1505936791.84 2196379966.14 1879246496.76 -635409625.713 -970399075.91 1375591372.23 2242668106.41 
0.00018589 -3593145240.99 -6199730253.9 -4228502331.78 -2699474003.77 -2565467873.93 -2067735239.94 -957529287.671 -536037100.507 -876674421.178 -1609862320.44 
0.00018965 2308612707.71 4878376772.49 2245499872.1 1366951938.18 1083486002.68 808035161.505 351781502.522 118741513.929 -644758348.438 208773654.436 
0.00019348 -2315548771.27 -4513393997.65 -2170513804.49 -1571078185.24 -1351500936.65 -1140025115.64 -737077346.686 -847294490.242 1131648469.26 35000266.3278 
0.00019739 -2429001328.65 -1614199109.62 -922715392.624 -2240662008.31 -1981814265.35 -1288861330.74 -1094881070.96 584207444.106 -2383391140.88 5328885.20456 
0.00020138 3106660772.42 4520747049.48 2667481686.75 3713320369.49 3273165520.26 1507493713.35 1607182183.03 -210758387.458 2169756704.61 272323168.054 
0.00020544 -3099447024.85 -4718335024.55 -3604502184.33 -3966056416.93 -3177452205.71 -879793193.76 -1785041939.47 -504680789.585 -897726083.707 -1723732481.7 
0.00020959 -2917799926.19 -1559896195.41 -3407310930.57 -1481127764.81 -2034105448.19 -3313899244.31 -713519544.777 -1709834893.01 -1042012399.38 804595797.224 
0.00021383 -136122090.731 -684584334.136 2898635686.38 390499494.258 472075129.102 2314932979.6 -1243525540.66 256019570.435 -651138164.594 -210340158.65 
0.00021815 2857266507.97 2484829387.87 -681699121.035 998058220.597 1884782778.41 23292107.491 2898617429.61 1937451285.8 1722668570.33 407838976.844 
0.00022255 -5509700106.02 -4642846647.88 -2382217805.0 -3306281508.35 -3170540966.63 -2939085761.7 -3553273429.78 -3626309324.83 -1769540579.79 -1065656989.9 
0.00022705 2703856870.72 514551473.554 -684865649.813 721829659.071 -749459229.907 559171463.962 581236106.848 1944620678.16 129943839.419 -223914502.173 
0.00023164 -5991224909.55 -1131538565.9 -932492975.148 -1554136231.68 96214108.3946 -415505784.046 -698168402.815 -1356068507.85 -602496615.125 222894302.675 
0.00023632 4001482609.53 540266468.3 1465233431.4 883112442.933 192747966.479 77053575.8607 423192845.136 618039143.986 540513180.159 464602966.717 
0.00024109 -2369940984.91 -1639034252.17 -2355140736.97 -1010782958.12 -1010253249.42 -861169478.639 -28277515.8083 -1169064082.5 -536286285.168 -994615424.147 
0.00024596 2174855424.23 -1704123045.52 -984312256.427 -1196440452.77 -564778128.109 -765882079.923 -1543608649.39 315644942.052 -156498156.99 98822780.6521 
0.00025093 -9382085732.12 3575653807.59 289855124.665 -776037814.037 -888628311.234 20976571.5618 114757030.27 -1161750862.84 -500785090.258 -169869943.244 
0.000256 8772567998.6 -9987791538.9 -1084826142.92 456264559.673 198443708.604 -628550661.882 53599819.64 961901917.085 586935459.369 -133273862.504 
0.00026117 -5404999993.84 9236279519.37 -1326519957.69 -2374641477.94 -1322614736.83 -997445010.025 -1272356073.45 -1320718100.09 -1050263619.72 25965949.9771 
0.00026645 1357092621.78 -8463931980.99 360129479.388 1122504755.95 141342393.243 762975259.865 130019730.164 302113472.15 -126531427.621 -18076133.0498 
0.00027183 -2350478646.8 8144228840.25 -706318071.33 -1104873274.93 -447743163.099 -968902361.005 -36039537.5694 -678405909.221 236576528.961 -558458208.79 
0.00027732 -2345713441.97 -7046329368.21 -945321744.647 144841280.713 -789105997.811 -374285122.992 -384321415.815 788194543.474 -165295989.5 208862816.754 
0.00028292 1871857714.56 -2414609100.31 -2582197818.15 -2438814994.47 -631569064.778 -829653738.127 -732126426.44 -2052473244.72 -880629511.565 -269302446.447 
0.00028864 -3409546091.46 6893512202.28 1950587023.63 1154101835.7 -28566725.0372 139761755.219 -406713956.479 1431463452.91 477489781.648 -461548418.497 
0.00029447 2846571629.63 -9668385300.75 -782058444.499 -1161624677.11 -1236127024.15 -860048337.397 326904513.154 -1417538509.98 -382919827.909 361663560.241 
0.00030042 -6215539945.79 5627479927.29 -442492880.798 -723112599.048 280119201.64 114437186.483 -797081816.779 503925560.434 -137692122.886 -447840680.083 
0.00030649 7156393054.65 -4626876044.67 986416728.605 55928177.703 -1011624766.9 -951253052.78 -327471777.257 -838898402.376 -195975917.116 291544434.418 
0.00031268 -4762206592.35 4864028354.01 -4918178796.99 -1666559295.76 1116698929.72 825901859.574 662525186.046 1043709292.86 -141218765.052 -212659655.381 
0.00031899 -1785552482.36 -7161068665.8 2085419072.3 -5569589.7115 -2886617878.97 -1995773451.24 -2133245681.37 -1982982287.43 -241505159.324 -475659100.537 
0.00032544 1598278346.0 5427196649.34 194403858.13 2646663609.32 1791940546.45 974468812.827 1248525448.9 1069620649.07 5739046.31783 478675131.281 
0.00033201 -2836184785.15 -7303886508.33 -3852275355.33 -5312343762.27 -2231870497.24 -1482719164.68 -1192654536.83 -986675601.08 -664919809.87 -945353315.257 
0.00033872 473075397.896 7045544688.43 5038001427.81 1905280661.28 654013597.682 712146193.668 214491306.772 294403713.123 328203982.68 474167216.589 
0.00034556 -2551393265.51 -5918028881.61 -8460010412.51 -1228799011.65 -527884536.542 -1196875191.02 -446234458.041 -792898493.6 -185536430.471 -102665790.985 
0.00035254 1393515642.74 1262556205.58 7030176354.75 334151517.842 -667878571.945 235446439.479 -167995840.385 543094279.731 -443938685.259 -144534178.294 
0.00035966 1051520524.27 -1742383401.57 -4323652019.95 -2628387888.3 -14891180.887 -976661152.343 -521594333.531 -1180407752.13 -50506666.5393 -591853944.992 
0.00036693 -6292775278.35 -955711340.765 -1998127043.71 4306036387.67 -2974842285.53 -23437697.4662 -218049895.781 443574724.572 -154515858.184 480360125.56 
0.00037434 5744527218.87 3316738384.71 4312921602.88 -5719782933.89 5715621801.23 16958812.3311 -49214521.751 -355933766.595 -32643084.2979 -244913213.682 
0.0003819 -6424223497.54 -7650860099.14 -5049052002.55 2535760049.23 -8244283793.6 -1238499499.49 -730428473.598 -278975794.4 -420558118.388 -287184518.851 
0.00038962 5156824697.63 7436205726.96 1701008101.33 -2252762821.72 4985874145.95 534173991.239 52582750.1445 -139774543.875 -13090787.1829 -82833053.1108 
0.00039749 -4667534606.22 -7789304660.34 -2100079650.21 1707043397.76 -874759932.15 -931555397.529 -468076687.841 -276820721.427 -137911301.018 -73996182.9181 
0.00040552 -13239018.6503 5539785307.1 3232527654.55 -2483161556.88 -2983048893.81 157674111.809 138554565.413 -186759374.098 -46383013.2681 -2950580.77011 
0.00041371 908176478.6 -4447050342.84 -5019024664.03 1166287979.47 2257827025.88 -756069687.185 -762701533.891 -326707565.502 -251408456.814 -271114223.248 
0.00042207 -1937086390.77 1110943154.9 2040503988.56 -2740612117.05 -870305720.863 -29931994.3508 -149515003.244 -129376989.008 -387882698.024 130821736.913 
0.0004306 83496676.655 -2211118294.46 -468851795.576 941193513.663 -2169327998.02 -1015583449.74 134237875.681 146022798.607 438023871.134 -317462950.875 
0.00043929 -1577814824.27 602806317.303 -2892589316.57 981297467.182 351378615.65 50916052.9358 -895684464.192 -781454824.531 -1007791362.05 43670016.3308 
0.00044817 1696472210.14 -28989265.8411 1704660292.32 -2072382098.01 1511717828.19 1174129666.95 370334823.087 203599957.83 760971259.012 -218509942.902 
0.00045722 -3540525886.83 -2242062794.97 -1334171537.09 -472965326.658 -1822238862.18 -2606929205.53 -840184279.683 -581159231.022 -953967250.604 59878393.3248 
0.00046646 1258283241.2 2086497206.85 1368035635.7 -500751536.417 -680762869.834 1040240865.37 218427724.917 333162252.37 480409072.869 -329763965.02 
0.00047588 -2522022460.79 -3257013863.37 -3979463641.51 296378886.575 181618014.522 -993309386.491 -748128036.008 -798159556.021 -647020752.014 84197199.3353 
0.0004855 2653149606.38 2260071011.17 3744821307.33 -49655390.5148 -947043784.517 628310505.721 423965029.128 333467986.217 408660071.506 -73699289.7321 
0.0004953 -2597317042.89 -3058492822.6 -4376231566.45 -2055378734.49 -308413401.934 -956597199.661 -919922279.728 -536823782.82 -663679311.835 -219176471.046 
0.00050531 -315480444.819 -115558345.237 1892871368.26 1041038925.44 -119003601.154 -207830314.026 60925107.4434 -96481071.7287 83928775.3353 -129626104.899 
0.00051552 -1453722686.33 1886545024.44 -866582396.442 -1383757564.49 112477453.432 -170952615.886 -147857281.888 -77092550.4517 42253107.3565 126287112.737 
0.00052593 1117429720.17 -3304093457.23 -1753076193.7 -392589400.919 -952493307.961 -940983642.256 -790121784.136 -529433507.695 -509999858.718 -387259525.364 
0.00053656 -1219668116.76 561341169.017 1157414135.44 542478803.832 360212855.083 -116789410.493 1220547890.35 360040468.165 115227117.839 120375700.563 
0.00054739 -782006075.775 -227965566.685 -647693245.898 -1004181628.03 -997945004.829 -192014473.788 -2147692240.8 -693537394.399 -158191542.908 -86361610.4786 
0.00055845 -846202899.67 -1241532343.83 -1318678066.38 -147817836.894 -628104252.106 1128062425.28 622222339.553 73395778.0782 -195902206.272 -304111686.005 
0.00056973 1134027762.28 630316163.84 102455909.143 -433796856.594 686521413.24 -3026475110.96 306310204.283 -202498884.497 -199637052.233 178163561.92 
0.00058124 -3717706573.91 -2632424193.16 -1486299072.52 -1345314303.14 -1340235115.31 2026229468.43 -1991420070.36 -449649689.567 -89462465.6164 -410309698.734 
0.00059299 3160662206.37 2619515827.56 2132991485.71 1469565463.9 -97290077.8579 -1274211458.39 2317140586.96 273098480.688 -29818986.5397 275702693.759 
0.00060496 -2911126887.07 -3196741164.42 -3523343087.36 -1926957179.25 -647421167.994 53090179.6895 -2363849668.13 -685874859.546 -330368370.24 -379848843.497 
0.00061719 -259125137.163 613291190.559 1855850465.9 -65820564.7246 412055284.828 -1211655740.63 823563378.326 209093372.261 11200491.3761 9869400.22955 
0.00062965 206070553.975 -209194325.943 -1833094139.69 -388409882.78 -194895444.207 1239007559.23 -965753965.68 -297956436.487 -186536132.877 -17985370.4226 
0.00064237 -931075536.738 -909430244.209 58591475.1996 -296565613.176 -1679629275.35 -1974449149.17 1058480318.95 -305526335.707 -91497052.8644 -296793336.527 
0.00065535 -423351561.904 -824446817.83 63706682.9761 -231210729.54 1354766787.5 1122654003.78 -1526079009.08 -58710898.2907 -225360866.055 143572999.967 
0.00066859 -1091600395.42 -204523643.463 -1723166489.27 -475865084.166 -2042118016.52 -828478849.868 -219734219.888 -253217045.172 -85668818.9201 -239188758.45 
0.0006821 360145.27896 -370882625.748 1080568757.25 -419006533.411 939327966.115 -220344242.508 163435516.698 -124785447.596 -117464972.905 -40909872.4916 
0.00069588 -233939210.8 -203884771.073 -1622254136.9 -257113645.071 -881097814.501 -576654169.638 653305497.734 -57838030.8901 -89017936.5124 -85726893.2251 
0.00070993 -302170859.294 -595319377.403 201078803.737 -818096438.451 319420940.355 367636982.339 -1724955772.45 -403279048.979 -134081551.446 -75081984.5427 
0.00072427 -1978063754.1 -1174893861.19 -108029012.156 -294638263.0 -1055649934.3 -1210499874.0 308708264.756 155332164.678 -239146590.736 -154300083.112 
0.00073891 1052463934.58 736720651.294 -1514518973.86 409969930.354 -244831932.264 742664473.139 57469355.5294 -325365193.34 -6512172.11932 -10165804.4644 
0.00075383 -1448793475.06 -1412898725.09 797559241.148 -1269104391.77 -534712486.676 -1408877434.25 6959988.15939 -932541696.01 -227054986.109 -96258793.3269 
0.00076906 -116362676.071 -117336223.222 -1389744945.84 -111700973.433 631864810.116 961840960.164 -909113886.938 1021987874.07 -64841537.4366 -149329634.106 
0.0007846 -171548190.673 -361113287.54 20309758.1579 -284545657.44 -1116846835.44 -1118236220.87 332278497.449 -976582855.809 -185147436.757 -71250884.7098 
0.00080045 -1139833629.92 -537111859.509 -758865602.236 -619990071.843 -160972934.517 -56348401.7985 -1108697580.61 121252536.67 -67885118.3753 -45657642.9691 
0.00081662 -306668847.389 -284100007.989 334637737.068 336815776.282 -272907147.972 -200896807.919 735316689.236 -119438991.248 -131524904.612 -121704161.51 
0.00083311 -163334590.423 -954290765.535 -873444642.084 -779450815.198 -651061467.364 -581766960.086 -551025146.251 -207987323.497 -181516199.921 -44759008.0819 
0.00084994 -887172835.528 126140751.311 -603673938.966 -606740903.038 28242460.4237 272932481.991 -176468914.745 -151324185.799 -80512981.1796 -103160869.274 
0.00086711 -88411228.3849 -1229350722.66 -268437734.311 1057752.61564 -90414504.1773 -572347132.189 -302830293.797 -224714759.297 -173397361.163 -127297807.419 
0.00088463 -1104007841.51 543795383.203 -314873085.262 -982902328.084 -727249794.597 -417881902.464 -409503929.84 -187925369.525 -56392582.5086 -71601502.3051 
0.0009025 391746551.882 -1148078867.86 -344961672.05 531081655.863 93976352.489 -60468490.3791 240524375.294 -190351064.924 -193040944.776 -41263140.6356 
0.00092073 -1367470704.79 -409209013.865 -638725635.619 -1198456881.52 -1000993167.03 -61130371.3769 -629984673.651 -387422217.72 -88851590.3575 -129898056.919 
0.00093933 67398649.1235 -282339253.461 146739615.732 218558687.423 453853551.443 -723245066.766 159513464.189 245301495.635 -136000966.355 -76351801.845 
0.00095831 -889650298.716 -237823550.384 -1369970851.48 -593643758.258 -1104626646.3 -47207766.6316 -603507163.3 -532617655.784 -172939894.509 -108523811.953 
0.00097767 8009860.66289 -436036097.164 748013636.85 -313978969.463 456990785.68 -301630606.574 78171028.4914 323928375.789 66139421.1289 -2207758.24008 
0.00099742 -1442332618.43 -1663811980.4 -1753075950.02 -908549658.961 -1292013781.09 -200396568.707 -466456714.793 -878411058.289 -487700664.034 -310188626.989 
0.0010176 1372448305.05 1597327713.64 1307249303.55 1185817344.98 1247545353.15 11764043.5887 87947174.4446 808521200.617 190506911.181 294504025.853 
0.0010381 -2333388799.09 -1649476439.54 -1839484905.82 -2077107609.31 -1742271082.83 -542763969.308 -312948618.088 -1114520434.71 -362306525.811 -434451201.564 
0.0010591 416269284.925 -515297716.458 -45268182.5291 581055917.063 259284283.841 -753282435.312 -574529313.012 230970099.771 184114209.285 85672413.5237 
0.0010805 -258135736.423 329027640.49 324948888.3 -151919518.618 20943109.0062 822406137.089 499963380.216 -8723167.5448 -124485699.375 -59145373.2647 
0.0011023 -1497627393.08 -1423553809.48 -1550213807.96 -1124618014.07 -962891024.449 -1281062281.97 -862953894.735 -369148345.987 -713896397.015 -240244671.206 
0.0011246 984258973.903 654142752.693 627770104.344 224232169.022 339865386.903 587871673.773 256694876.544 -247154000.103 836590102.587 97585457.5677 
0.0011473 -1924626082.32 -1680647179.47 -1154032831.98 -755422901.459 -908044920.407 -1051394282.69 -786121467.452 47619073.6067 -1179649848.73 -255843413.009 
0.0011705 838150417.216 701561896.581 386930338.155 -44139409.5894 156893692.087 265377170.496 462983846.102 -354190092.72 799605303.522 96765328.2669 
0.0011941 -874972431.462 -405928518.223 -511574528.031 81862424.2701 -138224185.136 55356135.9134 -506231584.386 187796635.493 -655777492.64 -106270819.12 
0.0012182 -1607524634.6 -1842205091.25 -1584270630.98 -1782239186.37 -1379279145.06 -1424493325.15 -633724411.054 -742358184.293 53213363.5639 -314919073.129 
0.0012429 680594278.449 848288774.472 785039234.897 955628047.681 651343285.506 779871000.133 357796727.898 199661396.387 -162129689.698 119759289.795 
0.001268 -467159424.227 -774412874.558 -557477857.509 -742690963.219 -525571348.598 -586240197.443 -237076656.115 -81032761.3728 -99190113.9989 -113652877.036 
0.0012936 -564073883.187 -47666719.4432 -356150980.639 -125362220.145 -15874192.4752 -109494681.697 -352822671.801 -126474888.023 -35401670.5764 -18139654.98 
0.0013197 -716710350.11 -1205378240.64 -615789106.495 -784183391.358 -797836099.765 -563546956.735 -138144924.703 -537650740.394 -316391390.294 -235722069.847 
0.0013464 -280446871.382 34940891.4169 -447513137.282 -45803078.7456 -60137170.3196 62486244.8807 -424409265.224 150797243.098 -10374273.8717 24217020.4978 
0.0013736 -387103508.979 -3161885.75388 112167910.516 6664815.40126 -163078773.727 -262454104.973 244265378.212 -230859772.673 -125180950.743 -64146075.1716 
0.0014013 -274478980.168 -1013617443.16 -585916863.562 -875536380.744 -415731732.356 -340596090.448 -476747408.737 -167313108.929 55032279.7616 -114786874.221 
0.0014296 -887804376.405 -101774801.565 -544221563.025 -98015900.1518 -209986429.033 -334346572.366 -215762786.975 -166660126.237 -454976785.118 -52516648.8294 
0.0014585 -580466622.307 -1031314337.13 -574486056.12 -655948417.267 -652820316.107 -163042533.695 -428052449.326 -166436834.234 -27253027.8031 -286146696.367 
0.001488 445958383.746 523400977.411 393435433.801 216813583.672 323664244.177 -47980224.6534 262449016.322 -108161717.496 264961123.922 338677353.396 
0.001518 -1458063082.58 -1062031445.57 -1345998418.11 -836480198.143 -811419716.489 -677601871.659 -473236867.541 -141758910.444 -696530031.738 -451873092.187 
0.0015487 22752788.9817 -386086158.13 276029612.823 -140203441.619 -131513028.169 -25890555.2874 -229149596.757 -299260930.234 379764562.552 -33740268.18 
0.00158 -311814727.383 75578084.1286 -555345641.821 -94367702.6986 -157366094.964 -50732470.3955 -26456450.4718 -65843181.6769 -426327576.423 163931285.699 
0.0016119 -936165675.772 -1097994859.03 -577630432.164 -876843728.207 -639514481.799 -545916521.492 -401228691.586 -168835734.685 -79214833.3449 -416774244.748 
0.0016445 54064873.53 251644353.509 -13169943.3488 252525484.618 123673646.457 -142205630.28 59683844.3225 -60350852.358 47486122.1684 202139324.485 
0.0016777 -627537326.248 -914515075.951 -512711141.419 -794528445.777 -533516284.012 -102503575.75 -477114370.281 -236186363.984 -274082655.157 -188296548.408 
0.0017116 -599083973.373 -243097951.438 -506589528.362 -83628393.3086 -312923020.933 -514871067.009 -85104740.2212 -232519170.838 -98472026.0745 -98887322.471 
0.0017462 138011638.38 -38250724.7098 111671405.554 -189951808.646 97046292.9018 140250277.309 6087579.50753 -1095230.44159 90726043.1714 -31597605.043 
0.0017814 -1024929849.3 -871745053.859 -851835499.07 -633997743.611 -597921955.042 -565161061.601 -449926545.006 -287734925.335 -377781185.322 -62994152.1477 
0.0018174 -194834992.68 -102326263.538 -190885629.166 -73711937.9519 -233984951.76 -90159816.0278 -99138478.1611 23902509.1089 27257554.1387 -77671803.2077 
0.0018541 -607217188.153 -746573519.157 -414006733.035 -584572864.475 -325272561.075 -333261710.311 -262235929.452 -340829150.399 -203921661.405 -147724068.043 
0.0018916 -210502357.268 -136697077.54 -389537849.177 -76854225.2715 -275329747.052 -112427289.908 -103368630.174 -95290147.3183 -25357646.5128 -77629782.1414 
0.0019298 -678109978.343 -485148858.188 -237144674.609 -434002972.016 -222090246.147 -327006947.014 -303251436.246 -151759532.938 -107197430.572 -2340245.6842 
0.0019688 -393064392.134 -403153336.417 -639597614.807 -408153437.463 -439304354.331 -342532816.832 -193483310.985 -179485434.916 -271569499.557 -179059413.538 
0.0020086 -110007856.837 -239715641.179 164111519.19 -29169915.7889 84658474.7759 33479901.4026 35753371.2154 37777762.1071 123708967.243 83920207.6565 
0.0020491 -558893186.298 -475794499.793 -758421489.053 -557646181.171 -540006407.035 -333817541.824 -390963522.935 -333705288.457 -184162925.591 -173358949.166 
0.0020905 -901722493.136 -636860852.705 -450457987.39 -464526749.5 -365619549.574 -462328279.522 -269570032.846 -202482142.918 -294768700.249 -166343732.068 
0.0021328 426906725.033 70113829.9538 112040861.764 189906271.542 43652858.9106 180832140.547 115429814.547 70903615.9947 165836383.217 106281600.397 
0.0021758 -1252391988.04 -826168758.497 -877463210.631 -831173177.058 -623621192.041 -672291139.813 -526484790.374 -355988618.269 -300467850.774 -248824593.475 
0.0022198 218215909.986 -15890064.6542 59493468.8539 81429519.5764 52249464.2425 161107076.797 16001548.1101 41152537.7212 9905768.60226 51273314.5165 
0.0022646 -917799790.324 -712732036.774 -607893589.877 -647915770.591 -605633486.416 -532800647.876 -242084270.905 -373356257.29 -211612444.448 -105636916.74 
0.0023104 -162885276.116 -316153272.999 -318150428.071 -215744018.02 -58232533.1686 -131074020.489 -232676078.784 -7357822.94326 -79111551.3439 -90642452.4562 
0.0023571 -413482476.953 -221880858.259 -207461236.773 -135383534.771 -329883084.906 -170420391.918 -110708457.597 -112276283.432 -109194946.597 -90560355.9099 
0.0024047 -580670344.688 -597462321.264 -549433245.247 -521542928.948 -255302212.618 -340471724.668 -267005317.966 -291889978.339 -84567920.0374 -74506482.3283 
0.0024533 -65980639.7963 -76159863.3164 -116052613.764 -89997282.4457 -190359949.071 7709012.79461 -65176194.8612 35941290.0433 -67380315.891 6886667.20889 
0.0025028 -787246461.709 -685066206.616 -483407976.995 -487093884.569 -436851754.33 -462636102.895 -304827198.007 -263996936.587 -180456714.565 -176343974.359 
0.0025534 -242089848.623 -245840237.069 -327691757.826 -322974492.407 -131952046.586 -150792411.619 -146652719.279 -110284557.087 -89772928.8474 -6846724.87099 
0.002605 -355052978.684 -352217532.038 -322820384.726 -160642882.969 -307479332.812 -206672767.76 -147130443.826 -118355213.134 -108732177.484 -109915531.785 
0.0026576 -541213224.316 -465554330.906 -376488807.969 -422671542.042 -273738342.07 -220088618.385 -242354241.041 -191147968.144 -86330501.9826 -67169810.8498 
0.0027113 -188300185.964 -154779533.707 -156841700.917 -134836045.511 -127322145.577 -175810124.359 -87043408.4231 -68355473.2763 -74250175.2082 -8128002.98776 
0.002766 -656701773.982 -593848892.607 -566313606.345 -464051498.52 -469761461.898 -341827486.815 -274840403.901 -221429140.838 -160559651.837 -156518547.298 
0.0028219 24852571.3414 -297731646.809 -207395621.52 -202174842.717 -110057864.361 -82681824.4859 -140454833.75 -92782306.7313 -92690768.6987 -5593597.40215 
0.0028789 -956577265.849 -375946910.933 -436723405.319 -385575184.225 -355391455.222 -369943881.005 -168454068.502 -201226452.338 -89165424.9587 -139508579.712 
0.0029371 -113945228.72 -349476039.471 -202943484.375 -201707023.043 -172748308.874 -61773230.4387 -183800316.442 -31762243.992 -89506289.4269 -7208937.87763 
0.0029964 -582644551.975 -314985638.561 -371649882.385 -274594287.181 -241024694.204 -298597605.699 -159939752.698 -201409151.661 -104252116.085 -109797184.838 
0.0030569 91606196.0271 -463609928.241 -396924865.556 -432271722.278 -380751323.589 -196003475.925 -225532903.171 -158077469.38 -136015418.034 -64797830.4219 
0.0031187 -851629168.439 -195277845.286 -221712823.599 -121517107.209 -115504758.221 -213119136.137 -126040203.396 -102885711.32 -72910354.0262 -33859092.5246 
0.0031817 -311616496.833 -584139783.609 -409794746.059 -456534722.047 -343030423.133 -240258362.298 -196706954.768 -160878963.859 -139834920.03 -101697703.067 
