k[h/Mpc] d^2P/dk^2(z=0.00) d^2P/dk^2(z=0.08) d^2P/dk^2(z=0.17) d^2P/dk^2(z=0.29) d^2P/dk^2(z=0.42) d^2P/dk^2(z=0.59) d^2P/dk^2(z=0.80) d^2P/dk^2(z=1.08) d^2P/dk^2(z=1.45) d^2P/dk^2(z=2.00) 
0.0022646 -917799790.324 -712732035.912 -607282943.48 -647915770.815 -605633486.414 -532800647.881 -242084270.905 -373356257.29 -211612444.448 -105636916.74 
0.0023104 -162885276.116 -316153276.18 -320404831.369 -215744017.196 -58232533.1728 -131074020.473 -232676078.784 -7357822.94326 -79111551.3439 -90642452.4562 
0.0023571 -413482476.952 -221880846.51 -199129395.13 -135383537.812 -329883084.894 -170420391.975 -110708457.597 -112276283.432 -109194946.598 -90560355.9099 
0.0024047 -580670344.691 -597462364.689 -580233764.145 -521542917.708 -255302212.657 -340471724.457 -267005317.966 -291889978.339 -84567920.0368 -74506482.3283 
0.0024533 -65980639.7903 -76159702.9149 -2278453.81215 -89997323.9647 -190359948.93 7709012.01508 -65176194.8623 35941290.0423 -67380315.8919 6886667.20898 
0.0025028 -787246461.721 -685066799.754 -659253893.009 -487093731.042 -436851754.85 -462636100.009 -304827198.005 -263996936.584 -180456714.564 -176343974.359 
0.0025534 -242089848.591 -245838047.216 -217146069.338 -322975059.22 -131952044.667 -150792422.277 -146652719.286 -110284557.098 -89772928.849 -6846724.87125 
0.002605 -355052978.799 -352225624.939 -358479839.514 -160640788.241 -307479339.901 -206672728.37 -147130443.795 -118355213.091 -108732177.481 -109915531.783 
0.0026576 -541213223.894 -465524415.237 -343650921.059 -422679285.272 -273738315.86 -220088763.988 -242354241.161 -191147968.307 -86330501.9937 -67169810.8605 
0.0027113 -188300187.52 -154890043.666 -251918934.339 -134807441.632 -127322242.403 -175809586.496 -87043407.9791 -68355472.6736 -74250175.167 -8128002.94684 
0.002766 -656701768.236 -593440262.113 -422247275.641 -464157266.518 -469761103.859 -341829475.658 -274840405.539 -221429143.064 -160559651.99 -156518547.449 
0.0028219 24852550.1295 -299240487.077 -296203737.815 -201784301.592 -110059186.399 -82674480.8218 -140454827.703 -92782298.515 -92690768.1365 -5593596.84735 
0.0028789 -956577187.458 -370370530.443 -414510910.932 -387018548.343 -355386569.221 -369971021.762 -168454090.85 -201226482.7 -89165427.0363 -139508581.761 
0.0029371 -113945518.274 -370073877.444 -203900461.668 -196375575.476 -172766356.616 -61672978.8648 -183800233.896 -31762131.8464 -89506281.7525 -7208930.3101 
0.0029964 -582643481.44 -238831396.073 -389657934.819 -294305693.364 -240957968.165 -298968255.41 -159940057.885 -201409566.282 -104252144.46 -109797212.816 
0.0030569 91602240.1607 -581093388.351 -324669028.919 -359433737.477 -380997890.992 -194633843.652 -225531775.438 -158075937.264 -136015313.183 -64797727.0379 
0.0031187 -851614559.411 -122413291.302 -332967720.123 -233408582.034 -114594184.409 -218177190.287 -126044368.117 -102891369.424 -72910741.2432 -33859474.321 
0.0031817 -311670495.901 -603469576.874 -345171506.69 -389960479.697 -346396158.973 -221562377.514 -196691560.792 -160858049.921 -139833488.769 -101696291.842 
0.003246 -269579108.197 -149978936.644 -221015795.798 -97450690.5589 -173515006.535 -187387408.606 -142329578.415 -85072250.0275 -8807610.60994 -63090774.865 
0.0033115 -448244125.951 -270410704.767 -410341424.882 -430677409.278 -287683008.595 -175594107.597 -196325287.297 -146757278.113 -186694316.54 -52706501.7193 
0.0033784 -409719465.554 -829551068.537 -301102143.015 -276707709.544 -269647790.645 -323748140.757 -175078641.806 -196874910.766 -48586013.6387 -104567939.404 
0.0034467 -238264731.12 340283317.635 -289169063.115 -176261506.326 -133176139.55 -61467748.2299 -139872111.393 -14270795.2883 -115421896.446 -15225423.0172 
0.0035163 -490827377.076 -779184361.019 -181528557.02 -380676855.978 -391134279.448 -314633517.654 -216210850.339 -270538843.765 -119325789.013 -107804396.959 
0.0035874 -182603313.29 -436464382.173 -576739235.597 -178915492.237 -80454511.642 -101449679.748 -57145752.5212 18039853.062 -46561436.7483 -43928074.4377 
0.0036598 -418540254.973 40247622.2134 -238542680.593 -337998784.123 -339222793.582 -287333374.264 -282707086.337 -258862189.301 -138878478.772 -71442262.4743 
0.0037338 -550376653.914 -634199822.025 -102116409.863 -241283787.537 -223203745.874 -171888375.909 -107020542.952 -48526669.3225 -41163727.4974 -47239976.1098 
0.0038092 -166410803.317 14999325.083 -425149373.055 -276915739.113 -191052989.148 -171506679.315 -157284716.87 -146648698.172 -159236008.396 -102933756.279 
0.0038861 -647418675.879 -981026105.158 -450963245.97 -335418992.526 -317815593.257 -262950069.111 -198264525.657 -123217732.518 -31732320.5013 -33351017.1488 
0.0039646 -230161125.149 243162685.947 -106240099.763 -250952424.163 -222688558.088 -165441531.015 -139832606.954 -161862667.978 -151144337.347 -74541249.7824 
0.0040447 -300559508.817 -607871606.112 -373885017.025 -324809147.106 -189164041.996 -193375155.179 -173531668.442 -78236068.4018 -58092646.6888 -54888752.0808 
0.0041264 -323307949.613 -199711091.856 -478691136.317 -19241350.8701 -244862532.862 -203846382.753 -133607764.137 -142920191.858 -89794733.2275 -70079888.6992 
0.0042098 -272175454.994 -173288416.834 144559182.872 -272708826.614 -121942827.762 -97338972.6694 -123941096.79 -92789638.5274 -82444307.139 -45384747.2885 
0.0042948 -145733102.716 -403918519.244 -272390367.428 -459886065.85 -185082215.689 -170267596.777 -147319179.428 -115440015.293 -83093676.6158 -71042441.7482 
0.0043816 -190917287.239 207742484.747 -337480168.623 337396491.627 -169340821.155 -150331247.923 -110002580.735 -92064506.8632 -77524533.4437 -42534495.6479 
0.0044701 -659335445.536 -964309199.686 -210433122.317 -867920514.962 -298916991.745 -234395009.392 -182700871.881 -138172581.568 -100145247.905 -76628017.4058 
0.0045604 -314754965.287 5897095.21303 -689190319.36 50856588.1031 -287810712.954 -252161322.071 -185109492.169 -150297975.359 -105867208.17 -55445471.3372 
0.0046525 -1039617863.49 -1063634282.94 -224590101.884 -814522591.393 -392637158.284 -305233818.037 -257491032.535 -152805980.177 -98177930.5146 -82662905.1934 
0.0047465 -526037396.551 -520978485.098 -858917557.073 -354053256.872 -456289737.824 -343611969.315 -240471047.668 -201003939.518 -126776239.298 -68773246.4099 
0.0048424 -905770319.011 -691275931.777 -616742278.603 -469413389.103 -357976071.497 -294683003.381 -217348304.238 -147287634.747 -115092180.129 -70597642.2446 
0.0049402 -301113177.779 -329568404.038 -82153686.1593 -309795674.727 -286883677.337 -212574847.468 -180806923.587 -124246925.718 -92155943.7101 -52514940.6812 
0.00504 -383830551.672 -296558548.617 -537507949.476 -173421725.95 -139291349.089 -193876652.442 -150308585.908 -140009998.791 -68269565.3403 -61885634.0423 
0.0051419 -39521822.1636 -174761559.553 153496466.84 -268198702.18 -194735588.96 -45458037.6912 -64870539.5683 -38288555.7243 -68569595.4369 -43964729.6538 
0.0052457 117019677.044 166229325.635 -164856851.352 211833559.755 84447821.8041 -79921368.9716 -60835737.7893 -82085707.9235 -62117136.6545 -45073942.7408 
0.0053517 -63376665.5875 55346260.4743 157592897.508 -171552069.767 -58193496.6705 -26085840.2403 -65341050.3353 -47894982.2562 -42447574.8692 -47271026.7095 
0.0054598 64123979.5874 -291654071.538 -188914768.2 -98300894.9868 -218976540.904 -126421017.826 -86130449.4454 -79906004.6786 -78777506.3285 -54440401.3593 
0.0055701 -356977076.076 109829185.338 -216573691.6 -52097617.6299 22256338.6697 -113642334.523 -118571458.896 -99504877.4896 -60542667.5555 -24861941.8127 
0.0056826 -226734821.564 -608531315.744 -194361636.421 -271487020.258 -249109455.219 -170949220.755 -128907419.238 -105830439.691 -73093558.8214 -70916358.2019 
0.0057974 -326132964.855 -33312715.2422 -256841429.708 -391033004.129 -357049003.781 -189239704.934 -147053116.201 -104393571.47 -86987541.3219 -56882199.2844 
0.0059145 -405849059.027 -595973977.926 -396438631.894 -51564185.7428 -24007944.0866 -178612601.841 -151176715.724 -111404968.478 -81742989.6542 -46196849.4141 
0.006034 -379362681.631 -187207415.486 -174518742.431 -387508148.856 -349089986.077 -181798393.076 -144052435.787 -117907470.724 -80193972.3413 -54292734.6048 
0.0061559 -271250674.386 -296175858.246 -396069074.904 -140283752.067 -149160542.562 -157127469.891 -116358514.39 -86978919.265 -62860539.0548 -55945081.4211 
0.0062803 -279627306.211 -234047218.503 -95509889.4102 -352919065.954 -188434154.751 -150655072.87 -137761709.123 -111147862.781 -85373563.0798 -35373506.8761 
0.0064072 -251429415.317 -280229051.26 -216141276.717 -50301478.6239 -163229649.153 -144810980.334 -111366912.007 -86835536.2257 -63555478.911 -59817830.0133 
0.0065366 -261638761.281 -72244568.2753 -334912881.389 -232853275.814 -163954988.002 -87065372.274 -114839982.247 -88460295.5208 -65477437.3534 -40201179.3964 
0.0066686 -218694907.484 -478602944.575 -65266155.2536 -149324964.693 -166201404.598 -238106569.943 -113359490.509 -95204713.8266 -71364448.0428 -51979824.0353 
0.0068033 -345389067.011 -54922076.7605 -306956407.509 -276274389.887 -134917694.464 -114169484.41 -133836164.462 -88180823.6217 -70504018.866 -51635174.2477 
0.0069408 -167139771.605 -309108483.49 -238719956.969 -145914463.203 -233162278.002 -99738592.263 -99433112.0181 -94655945.7742 -56720809.6014 -32993750.4472 
0.007081 -293843702.325 -225655880.653 -143432389.049 -116041407.239 -94414847.9138 -206201679.374 -120302969.402 -88654834.8318 -75940222.3597 -51221984.5615 
0.007224 -231413584.405 -262687605.885 -252621199.527 -340762955.533 -217825199.293 -76222001.0347 -113545211.876 -90597119.901 -62710244.0844 -50816405.2392 
0.00737 -347135423.395 -189723764.375 -203817013.189 -50981303.8978 -153375469.587 -193087163.064 -117454684.85 -87145841.5284 -65521384.5898 -32887683.4187 
0.0075189 -89641509.165 -320489445.638 -177779410.878 -318615563.493 -196684954.493 -65347940.0834 -104516913.34 -80603713.7523 -61183922.3799 -53379302.0454 
0.0076708 -415398666.776 -91676133.0187 -288722020.658 -41250776.6918 -53725251.8264 -164898302.388 -103380558.274 -93344547.1777 -63286520.8427 -35024403.6768 
0.0078257 -63780095.7905 -280670237.984 -56232384.0952 -299524459.548 -270905062.463 -110601060.003 -109178092.109 -70646415.3354 -62934818.0184 -46596314.7643 
0.0079838 -376882449.286 -240972701.509 -362277545.534 -32244172.3233 -34163075.3031 -215787772.734 -104553144.896 -92786786.1813 -57559607.7888 -40644871.8648 
0.0081451 -112290311.346 -127986623.928 -18827457.3058 -302210081.125 -229308725.896 -35011281.8992 -102641804.343 -69192594.0282 -57459124.7203 -37582821.0188 
0.0083096 -313538493.779 -314248895.208 -326787530.425 -118298106.815 -95482057.4511 -146792297.824 -100870388.783 -89529167.2527 -65238227.7938 -41430602.0601 
0.0084775 -188856527.449 -100279789.128 -82797209.5428 -117008456.397 -195190974.052 -94409179.201 -98070876.9678 -66922569.1348 -49327837.0943 -46595545.8061 
0.0086488 -190106058.346 -269477443.904 -256033562.594 -250366867.762 -88905151.7887 -150454287.983 -96080707.3512 -87227444.7557 -62806659.7123 -28228257.1175 
0.0088235 -235377567.201 -145896185.204 -149956798.649 -68621622.2467 -160299247.997 -137772684.787 -92636556.121 -62498970.2956 -45709562.6523 -41946476.2881 
0.0090017 -197706975.075 -224793573.14 -157538775.878 -228157622.103 -144146960.886 -97320210.5036 -104047477.042 -83078636.8549 -67213236.1662 -35799126.1773 
0.0091836 -264835828.86 -188775683.103 -205736860.42 -123144684.631 -113082594.471 -63913615.356 -83246523.6435 -69854916.565 -45455821.191 -40367540.7327 
0.0093691 -117106646.673 -165703850.991 -109252547.978 -130684200.382 -190805954.999 -191557531.417 -94432160.8739 -68635418.7206 -50014564.7734 -29358745.1631 
0.0095583 -240252018.265 -243144867.295 -229007425.681 -168261072.227 -47426136.2487 -32478440.6029 -81613005.6519 -68025500.509 -57580562.4864 -41946221.3891 
0.0097514 -194540807.378 -85717319.056 -147253943.696 -149488419.761 -184196221.265 -182942918.461 -72122639.3049 -75072821.0058 -46106151.0627 -29228906.2742 
0.0099484 -180750174.357 -252855815.531 -130769311.357 -131503790.766 -59407235.3592 -22817770.4953 -155423344.157 -54472116.6816 -49670554.9273 -38617774.5545 
0.010149 -173857825.377 -108576188.974 -190303991.014 -141602159.496 -197891060.692 -146017028.437 18926839.8971 -76652636.4533 -49899243.5129 -25503074.5494 
0.010354 -251146977.861 -252298724.279 -147291803.653 -146412156.452 -86888648.6256 -131952884.098 -167071694.767 -65971154.069 -54730068.6879 -45602029.3108 
0.010564 -82053314.2119 -98089278.4327 -111449877.893 -112692834.87 -100536493.363 -56024416.9723 -25143723.4908 -55336876.1149 -33298960.4403 -19855105.4713 
0.010777 -267213509.418 -177825336.608 -203726735.004 -171318129.396 -115809001.148 -83807436.9019 -141607834.337 -64684227.8543 -55042699.6384 -38656340.3348 
0.010995 -97893672.8837 -144646219.046 -116898992.973 -73125405.1178 -133786225.946 -130145088.315 -10600721.4659 -61687235.1057 -39902104.5919 -27913880.114 
0.011217 -182770214.413 -182393690.972 -113931098.755 -166255800.417 -70777296.4414 -83128246.1226 -97033770.0297 -47468240.7259 -38078446.7925 -24176780.7879 
0.011443 -203668369.303 -133836715.444 -170059784.884 -95568052.1066 -147821925.096 -70682830.9822 -103348926.426 -76323607.4023 -58751898.3521 -40448852.0374 
0.011675 -115791556.805 -133410126.16 -136003417.498 -114764005.021 -74461489.4789 -99655039.6367 -27175844.481 -40107003.997 -23237418.5865 -17793837.76 
0.01191 -185883104.774 -170749739.661 -107823207.394 -140273971.232 -120553031.157 -78312567.5505 -95763177.1956 -63368831.5183 -53587986.0714 -33677660.338 
0.012151 -123432461.063 -139656969.171 -147442496.692 -114256843.788 -93865637.188 -98565762.3781 -66018829.3682 -53320984.8018 -34907247.6433 -27606022.1452 
0.012397 -185305563.497 -115322854.216 -125574780.616 -101345870.244 -77570577.5254 -75659073.0587 -61539521.7347 -48640735.6714 -37453489.5416 -24609819.5006 
0.012647 -100128031.137 -154244749.49 -90294390.3573 -105918657.463 -107153234.557 -91381453.776 -64702308.195 -52515955.7127 -40099236.4524 -24881471.406 
0.012902 -183910740.602 -115685241.253 -155929065.732 -99344106.7637 -99308883.0859 -49233997.2705 -56174948.3092 -50467800.1874 -35875150.9945 -26619008.7846 
0.013163 -101365737.996 -123449211.158 -98303511.2455 -109895150.609 -88103861.3393 -102556384.607 -80453168.0385 -48918455.7194 -36577282.468 -25767485.6068 
0.013429 -172307924.421 -140375861.374 -101107085.487 -97701702.9458 -83038821.728 -60285260.6225 -40013318.3979 -43921156.7422 -32836000.6567 -20388601.5346 
0.0137 -94197772.7158 -106623689.403 -111249601.114 -101082251.211 -85062582.5559 -65531976.8686 -72047748.0026 -49490022.5875 -35293023.877 -26220152.7018 
0.013977 -149793442.916 -121480644.721 -131207754.953 -82720576.9039 -68402797.7526 -75892098.8778 -56093681.976 -40791045.1856 -31747036.8287 -20785740.7973 
0.014259 -96154677.8908 -112575987.343 -61297224.1097 -103082511.234 -90599358.8955 -70558793.6247 -56306074.2951 -46059912.5889 -33513013.4428 -24351138.1896 
0.014547 -154538765.728 -109565169.402 -149108585.604 -95827954.2312 -77687327.7909 -66569589.1753 -59260850.9429 -40001874.3061 -30955539.3234 -18544755.2658 
0.014841 -73438762.3346 -89349483.8683 -46652988.4422 -69160285.3393 -76564446.7152 -62120728.5965 -26926751.7125 -42930418.6184 -27551081.5016 -22899352.8065 
0.015141 -157734510.742 -134720545.215 -124910064.802 -82554010.9643 -65569168.9563 -60192288.7942 -66586946.3005 -35963773.4786 -32670132.2543 -17539260.5487 
0.015447 -60649837.1338 -68281850.3127 -81075762.6108 -93490907.8927 -84301069.6991 -50554088.0132 -55885452.6514 -39995631.7364 -24930298.4828 -20729407.2169 
0.015759 -134385936.079 -124305671.171 -80826772.4314 -70768070.8064 -58569387.1893 -70632959.344 -39615159.3145 -36516229.7277 -27881072.202 -19238426.8535 
0.016077 -85788442.2 -56625963.3936 -95400093.3104 -61459290.751 -57195004.4014 -41365170.026 -36945859.0385 -33436570.0042 -26750598.2344 -15368152.2798 
0.016402 -110852206.176 -121249156.932 -67170071.3569 -96453382.7989 -67207626.2063 -59986169.3855 -49767614.9576 -37032999.6015 -25118797.5901 -20309520.5957 
0.016734 -77239118.6662 -65809786.2074 -77412826.7143 -50346646.1672 -61401582.6524 -51044357.586 -41379199.2503 -29308210.918 -22777817.5579 -14615867.6638 
0.017072 -100601605.827 -84130743.1653 -93147908.4472 -66649872.8099 -53447494.206 -50031919.7392 -46816543.4566 -34318059.9195 -25402553.1222 -15691802.8048 
0.017416 -64943826.054 -92579722.0602 -47225060.7631 -79280893.1862 -71864768.385 -46681520.7966 -20024468.3302 -27559580.6016 -20154103.1725 -17234941.5061 
0.017768 -94196601.3442 -52808765.6039 -80332151.6029 -32390912.2575 -29574512.1906 -39030043.2354 -54118154.4356 -30453410.3699 -23067615.9302 -12907181.7661 
0.018127 -83906522.619 -82934702.3113 -69568381.7686 -91146658.7617 -66722579.0878 -58590409.5125 -29592641.9886 -25979147.8869 -19366271.9346 -14133974.7378 
0.018493 -66390330.4522 -70412670.2045 -55072298.0368 -21849071.4771 -36158810.2764 -18677701.2911 -33545166.4227 -26519289.0916 -19276336.6796 -13327854.4273 
0.018867 -66069759.5151 -56729103.4856 -49412451.0817 -79602653.4277 -53440709.1966 -50410829.8152 -26517695.1595 -25345601.0431 -18638638.552 -13474594.1467 
0.019248 -68850611.0292 -65229874.9568 -73368083.8621 -33851828.5015 -46239952.5286 -40263614.3424 -43112389.0066 -23179203.6008 -16664342.2772 -10411603.6512 
0.019637 -66095188.6896 -55754900.196 -37363482.7787 -51109347.534 -35183364.2308 -29652729.4522 -9618820.81823 -21253413.7527 -16575283.2812 -12480774.2382 
0.020034 -50138669.3996 -62825230.8753 -57800948.3864 -49920514.9471 -31752491.8754 -29268228.1105 -37496376.1231 -22750962.7905 -16635803.1345 -10898529.0179 
0.020438 -68656895.6702 -34345033.9001 -42061513.8204 -29523173.9386 -50823502.6189 -36478161.4347 -31315657.3276 -18729968.6359 -13620363.8763 -9337096.24693 
0.020851 -41008478.9881 -65873944.3559 -48879085.203 -44461878.5152 -23324616.4136 -21561714.0642 -8165094.75147 -18391144.5781 -14593068.0253 -9654923.01951 
0.021272 -54022741.6742 -30886748.5951 -30159088.5351 -34632437.6589 -37646967.9646 -34032372.8246 -32994222.2111 -17193954.4864 -11402155.1026 -8398640.64946 
0.021702 -34139050.6863 -44100321.9962 -40187845.3937 -36518327.2896 -22543145.4308 -16531822.0683 -11712792.328 -15264875.5574 -12125144.5372 -7829004.30169 
0.022141 -51435938.057 -43132062.7479 -37323921.1724 -25459524.8842 -25342673.3185 -31974856.4846 -31363127.437 -14791993.3119 -11145521.5517 -8238390.58743 
0.022588 -30433304.7956 -30653759.9206 -35700500.3028 -34488193.2088 -27950539.9946 -16865672.837 -3297532.19039 -14362732.4579 -10300140.9542 -6514957.58234 
0.023044 -41296437.1907 -27841902.8529 -22843242.8431 -20296369.9324 -27905958.9889 -17473072.3103 -24557169.7011 -10494548.9836 -7946486.32061 -5414743.29075 
0.02351 -22028831.3737 -28882768.4183 -25789229.924 -20330341.1091 -8128398.00293 -16511823.6784 -13874831.5524 -11698940.8521 -8730919.98976 -7038610.39326 
0.023985 -33360110.1065 -28134808.1062 -27433995.7482 -34726807.7728 -32179489.1701 -19984176.0558 -7161442.4054 -10752618.4824 -7920719.28834 -4309677.29767 
0.024469 -24070077.5274 -20687547.3166 -9623125.53434 4213541.04868 -2434320.98198 -1499763.77132 -13867047.5605 -7034127.72433 -5019562.91565 -3772945.67112 
0.024964 -16311832.6647 -20331036.474 -26381676.0055 -36138625.0566 -24576997.5987 -28510877.5964 -4929361.60016 -8633533.89001 -6292782.18126 -5349294.31331 
0.025468 -22926341.3103 -18475026.5404 -14374164.5241 1267362.22922 -244187.191457 4125815.23153 -16227622.7623 -6278591.19111 -5511578.16288 -2144574.38724 
0.025982 -9898512.18034 -9440612.02964 -6503830.35627 -23386643.6433 -16840024.1068 -18396719.3489 -2136885.84955 -5308120.70678 -2566726.60322 -3040397.55013 
0.026507 -15496976.9535 -9216076.61903 -13335450.0625 5225011.06714 -9085228.22045 2919904.80063 -5126845.11046 -3217459.65655 -3858514.31338 -1908951.5739 
0.027043 -1391768.88218 -15010819.9501 -11643200.96 -15998029.8391 1981898.58851 -13629386.0953 -5292766.22427 -4327778.27736 -2533752.52272 -2444686.79687 
0.027589 -17646080.8816 1778164.51125 3965039.67643 -6758491.23214 -12979581.7734 6468274.70778 -2684993.26981 -2270995.92795 -1963167.02103 -490119.395014 
0.028146 6291404.95767 -7452377.04352 -9426182.88267 7843800.07032 3948245.3898 -10273876.878 -995238.558642 -718873.117787 -133377.279837 -1400508.80586 
0.028715 -3434120.75157 3832347.52006 -477867.841757 -12716852.5876 -2388257.35121 4352739.54356 -1231480.62476 -977147.204385 -1123704.11937 479724.810428 
0.029295 2136653.46207 -3265115.11096 7128459.77874 11187215.6971 103514.500551 -4815872.07499 1498471.80526 990774.366642 605225.581922 -260313.819161 
0.029887 -1199170.13071 4568693.2341 -6976333.18179 -3499430.75604 2520335.62975 4767785.63314 291357.952273 198687.206169 688137.417564 678771.428686 
0.03049 14278594.2107 5863385.61298 16638569.3812 6789232.47477 1420829.84455 4645587.27961 3230330.05408 3179022.61694 1283109.92007 1105206.21926 
0.031106 3583897.17762 6909013.7574 -1674496.03559 8205650.08786 13333208.5344 3614749.55192 4509315.75628 2346055.65346 2817584.3397 1197064.54199 
0.031735 11982546.8306 14544967.072 13845162.2586 5747986.45948 -3728968.29626 6178301.61803 3072730.31663 3313698.90377 1701110.88681 1549767.81322 
0.032376 8666381.80552 2887787.67447 6561690.59795 5991567.64903 15273925.0405 6121551.61443 5714301.17102 4087023.23894 3339740.06885 2694973.30235 
0.03303 17202895.2894 16151076.9414 8633937.88041 10577509.688 2626701.6705 5745529.0645 5563505.0591 4241269.64247 3251000.23176 1304489.56725 
0.033697 9951518.51787 13081747.4442 18262220.7004 16834882.301 17161660.5798 9249293.61287 7158828.03064 5547255.15175 3642726.97821 3559118.16854 
0.034378 18528708.728 13315491.8388 5774890.33778 1375264.90417 -549289.726036 7304958.74852 5639815.13459 4760887.54635 3938780.87853 1621892.52336 
0.035072 18779461.208 17724849.1171 23405124.925 22647585.834 22580962.3451 10441476.1296 8894450.30926 6467629.41407 4578739.52253 3802331.25795 
0.035781 14482492.5534 17309672.8765 7180454.65846 7003603.64239 1153652.80596 9150229.67898 7402145.8124 6159821.0221 4442480.26878 3023985.53895 
0.036504 19699648.9566 15346571.571 20598224.0086 15468788.2631 20202986.1052 10644623.9234 8367385.84965 6301264.83837 4872110.28385 3018643.88446 
0.037241 19947042.1015 17812870.0603 12427531.5319 15674571.6554 7285823.12677 10497859.1851 8910084.20428 7265456.68853 5095579.35651 3850724.21469 
0.037993 22557044.8208 19266258.3925 19005404.797 15737497.9563 16403823.5567 11748665.692 9265216.99331 6951164.60341 5442187.80026 3477297.42395 
0.038761 19094322.9158 18843055.2268 19521389.8532 12828269.9306 12128049.0256 10505888.7659 9099492.46125 7229742.91513 5154921.60689 3589421.19409 
0.039544 18864662.7424 18691568.3312 11290365.2985 16086695.9864 12664051.5528 11052568.3953 8375263.61749 6522616.81002 5036804.11132 3532480.53689 
0.040343 20014870.8151 16529385.7814 21382746.8703 13353770.5622 12625518.0841 10251055.5906 8989385.34169 6949522.26314 4943519.09835 3068643.39914 
0.041158 18101993.7295 18883274.0226 11608071.2997 15756421.3063 11511580.542 10041922.898 7901522.56932 6336786.31881 4585816.65591 3761516.10373 
0.041989 17922578.7489 14493301.6569 16912531.827 12777513.155 12601051.3776 10745565.133 8649907.14832 6911146.39468 5298056.03267 2969552.69756 
0.042838 19564393.5618 20080595.865 13480204.526 12772545.3304 11291044.5472 9287576.81071 8022665.81977 5722430.3461 4264083.0537 3515977.21009 
0.043703 17849218.1681 15995762.2688 20264878.3022 15330808.6892 12679947.7415 11173683.1485 8564926.48377 7378739.22284 5395401.40562 3311380.9873 
0.044586 21218885.9232 16993253.6449 10889224.9892 11883582.6991 12115486.6712 9737964.36767 8645307.11743 6140848.27591 4652879.29498 3268110.21649 
0.045486 15833563.7216 16727859.8469 18772633.5536 16536185.5709 12558961.0367 10988608.9433 8371966.16777 7047578.00621 4928124.96888 3595821.2132 
0.046405 23728095.6505 21626531.1067 16510230.2699 13985919.7868 12435608.8465 10291664.3186 8840041.72335 6617144.05014 5320272.79015 3297521.28004 
0.047343 11756463.0371 9844218.26481 11640245.1332 11318464.3744 10082647.9672 8698209.13638 6947406.18574 5676896.23513 3776055.66106 2910322.22133 
0.048299 16684490.693 17616767.3843 13252603.1103 11252656.8828 9810690.39638 8101090.08325 6469568.10984 5080304.48334 4118211.28653 2682642.33173 
0.049275 12957760.9964 9031566.90115 9580822.54586 8998270.74688 7626426.67718 6724437.45343 5845837.02585 4220260.77392 2965146.85202 2191131.42771 
0.05027 10320056.0374 10951824.769 11168925.1736 8454837.68273 7608223.17848 6292161.23895 4783253.93257 4213348.02907 3110394.46945 2013905.90756 
0.051286 10452504.1584 10079122.3551 6718974.4438 7192574.34777 6179578.71302 5291912.4113 4538963.86907 3198973.39067 2566506.76573 1658109.89569 
0.052322 7742652.618 7061569.23602 7218292.32617 6824194.21388 5828378.60166 4719438.27688 3813972.06888 3217091.50407 2149320.48065 1807330.87053 
0.053379 10473236.9981 6642123.86379 7790835.28776 5545433.40332 4893946.94152 4491424.28055 3666310.71968 2775071.73903 2079122.18234 1134298.07307 
0.054457 4503657.05984 8686859.38015 5128563.0112 5580484.27236 4904374.87829 3797539.71877 3101691.98345 2395969.04751 2007564.94687 1530874.38573 
0.055557 8231649.64726 4224842.16065 5309371.64066 4283252.73933 3541082.77026 3187908.76728 2602979.43324 2152318.05613 1346623.49673 800488.619953 
0.05668 2604370.66049 3561451.0994 3422706.72859 3251077.24902 2970680.52958 2463979.59344 1966629.27085 1452987.47939 1162169.79515 1050864.55895 
0.057825 4569400.72944 3721453.67716 2975115.53922 2517828.74721 2132246.95399 1732281.20196 1504643.35217 1227788.55287 963725.551754 326080.910314 
0.058993 1574103.45219 3022454.37601 1887251.71779 1794344.34071 1444554.79857 1311740.1381 909375.501318 735580.2263 372196.828676 556513.23794 
0.060184 1777295.3559 185048.241819 1005523.80512 714213.193541 872237.296629 549530.301053 677636.55739 388206.349412 489238.138155 189224.890177 
0.0614 140674.151863 -54221.4545282 76154.9120559 187588.364798 -79058.5928903 59476.1827885 -122410.410606 -83993.9149156 -103183.168649 -177716.268932 
0.062641 -1891629.73019 -440791.121438 -798229.53867 -850546.722845 -713344.069955 -580775.402299 -440390.762768 -341588.733698 -341213.145035 9838.66160689 
0.063906 -223784.987644 -1704206.89544 -1344072.05072 -1107428.64388 -941079.468682 -836926.975541 -846100.428793 -509943.842346 -426439.590734 -429927.919591 
0.065197 -3495543.75472 -2125181.73576 -1988084.72863 -1742362.93426 -1477990.05911 -1389384.22406 -874496.097025 -951481.37037 -584991.157864 -474057.246919 
0.066514 -2184951.4907 -2479198.59927 -2233196.55248 -2027061.69688 -1895555.20823 -1408608.45217 -1475034.75336 -919542.214213 -758373.790996 -433064.474884 
0.067858 -2783033.31447 -2849473.93623 -2586156.10585 -2353130.82257 -1910964.35346 -1755217.71794 -1188636.35354 -1148864.02007 -924219.388068 -644381.538992 
0.069229 -4021593.68327 -3046045.16837 -2719090.05473 -2310028.21871 -2081842.15967 -1770245.19288 -1592113.37143 -1214005.56857 -791797.326856 -640080.521906 
0.070627 -2761760.62949 -2784423.29388 -2511975.58358 -2300627.97534 -1957415.99498 -1712105.09647 -1365172.80084 -962602.741095 -855573.475613 -549369.936611 
