k[h/Mpc] dP/dk(z=0.00) dP/dk(z=0.08) dP/dk(z=0.17) dP/dk(z=0.29) dP/dk(z=0.42) dP/dk(z=0.59) dP/dk(z=0.80) dP/dk(z=1.08) dP/dk(z=1.45) dP/dk(z=2.00) 
0.0001786 4189764.22462 3855356.85146 3496714.62991 3115244.62731 2709400.57254 2293645.00756 1874717.74182 1467419.0186 1082736.09096 742716.17683 
0.00018221 4176741.02905 3847112.41736 3489059.81661 3105786.65579 2702683.6087 2287006.48017 1870931.93783 1463475.64736 1080372.04069 740084.2021 
0.00018589 4173269.44403 3842479.16992 3485275.52173 3103590.54732 2702004.48695 2286659.66088 1868000.93023 1460703.8048 1081290.04788 741248.564746 
0.00018965 4170854.52287 3839995.02538 3481547.4771 3101085.40584 2699218.36103 2284291.42474 1866862.12439 1459919.28909 1078429.75428 738614.518054 
0.00019348 4170841.2403 3840693.96739 3481691.07542 3100694.50408 2698705.11243 2283655.66397 1866124.28285 1458524.11014 1079362.14886 739081.345112 
0.00019739 4161565.64486 3828714.52286 3475643.81234 3093242.552 2692188.48121 2278907.19097 1862542.80414 1458009.77497 1076914.99193 739160.188603 
0.00020138 4162917.57545 3834513.086 3479124.6211 3096180.50543 2694764.72696 2279343.36258 1863564.84486 1458754.80584 1076488.79123 739714.104449 
0.00020544 4162932.21936 3834111.98242 3477222.46949 3095667.45125 2694959.02499 2280617.59463 1863203.78956 1457302.46431 1079071.01339 736767.743543 
0.00020959 4150446.43193 3821084.65263 3462672.95727 3084364.54408 2684145.04286 2271915.68282 1858019.27448 1452707.34427 1075046.05604 734860.534922 
0.00021383 4143972.11726 3816326.35391 3461594.56576 3082052.41214 2680833.53858 2269797.87434 1853870.3389 1449625.25578 1071456.57685 736120.356876 
0.00021815 4149849.7892 3820214.88323 3466383.14874 3085051.69681 2685924.35166 2274848.44053 1857445.33738 1454363.15283 1073771.08252 736546.954324 
0.00022255 4144014.43528 3815467.24526 3459642.5315 3079973.60557 2683095.68365 2268433.69449 1856005.09418 1450647.66515 1073667.9641 735099.754695 
0.00022705 4137701.288 3806178.58111 3452741.59373 3074158.58891 2674275.68321 2263078.88732 1849318.0102 1446863.86569 1069978.87144 732198.218838 
0.00023164 4130156.77836 3804762.59574 3449029.75568 3072248.44533 2672776.48565 2263408.60005 1849049.65058 1448214.59292 1068894.36282 732195.87748 
0.00023632 4125500.78137 3803379.01903 3450276.36835 3070678.24966 2673452.65691 2262616.62189 1848406.20777 1446487.60421 1068749.32158 733804.62109 
0.00024109 4129392.00815 3800758.45786 3448153.93943 3070373.75548 2671502.90681 2260746.50546 1849348.08084 1445173.40973 1068759.40272 732540.541379 
0.00024596 4128916.97481 3792617.86984 3440022.37139 3064999.16648 2667667.70541 2256784.63491 1845520.53802 1443095.33412 1067072.47261 730359.286292 
0.00025093 4111007.00749 3797268.62379 3438296.64542 3060097.55799 2664055.9904 2254933.54473 1841969.84175 1440992.76091 1065439.12374 730182.734093 
0.000256 4109461.88004 3781013.85464 3436281.39388 3059286.93279 2662306.37244 2253393.34441 1842396.62636 1440486.14383 1065657.51492 729414.264546 
0.00026117 4118167.04333 3779071.19607 3430048.06421 3054327.92845 2659400.39033 2249190.1456 1839246.14145 1439558.604 1064459.81163 729136.873592 
0.00026645 4107480.56787 3781110.19357 3427496.79335 3051022.28751 2656281.83134 2248571.14545 1836230.3735 1436869.48778 1061353.0727 729157.702708 
0.00027183 4104808.35946 3780250.19212 3426565.54604 3051069.71619 2655457.61327 2248017.20155 1836483.18022 1435857.26113 1061649.09402 727606.825329 
0.00027732 4091917.31218 3783263.92617 3422031.79474 3048434.42837 2652062.46232 2244330.15191 1835329.2894 1436158.63093 1061844.75911 726647.185978 
0.00028292 4090590.51614 3756773.29846 3412154.73997 3042011.30197 2648084.57215 2240959.1231 1832203.23544 1432618.65056 1058916.1677 726477.955015 
0.00028864 4086192.72738 3769582.96133 3410348.3331 3038337.02233 2646196.58379 2238986.03203 1828946.15195 1430842.56256 1057763.18807 724387.721541 
0.00029447 4084551.65683 3761494.20625 3413754.5939 3038315.09325 2642510.00151 2236886.39664 1828713.50742 1430883.15377 1058038.85949 724096.557179 
0.00030042 4074528.97609 3749472.51276 3410111.55371 3032707.99985 2639665.87824 2234668.20347 1827314.72994 1428165.15524 1056490.03894 723840.180248 
0.00030649 4077384.46527 3752509.34555 3411762.36259 3030683.09514 2637445.75885 2232128.46731 1823901.70979 1427148.51267 1055477.35644 723365.821142 
0.00031268 4084794.47237 3753243.33194 3399593.55899 3025698.19182 2637770.96338 2231740.50537 1824938.70009 1427782.40237 1054433.73889 723609.969533 
0.00031899 4064136.29249 3745996.16976 3390656.20206 3020422.62519 2632186.8691 2228049.5605 1820298.57692 1424818.99608 1053226.24491 721438.323858 
0.00032544 4063532.3334 3740404.43251 3398008.63101 3028940.1534 2628656.5347 2224755.85304 1817445.35417 1421873.40479 1052465.8992 721448.050557 
0.00033201 4059465.81075 3734239.50632 3385992.52314 3020183.3941 2627211.36481 2223086.25063 1817628.89012 1422145.87928 1050300.49039 719915.012723 
0.00033872 4051537.57875 3733372.76951 3389970.63411 3008752.6974 2621917.65491 2220500.97831 1814347.15248 1419823.30709 1049170.80879 718334.183362 
0.00034556 4044429.73165 3737228.87357 3378267.36338 3011066.26464 2622349.0163 2218843.20514 1813554.59091 1418118.45494 1049658.73182 719604.718237 
0.00035254 4040388.73874 3720981.27393 3373277.24252 3007943.94489 2618175.80305 2215487.8188 1811410.92716 1417246.63824 1047461.86366 718741.990345 
0.00035966 4049093.0675 3719273.08912 3382912.46915 2999776.46341 2615745.14273 2212849.09442 1808955.98614 1414977.80227 1045701.63821 716120.448626 
0.00036693 4030041.10647 3709465.51473 3359932.80226 3005874.7157 2604877.46158 2209213.7351 1806267.37937 1412299.41422 1044956.38133 715715.168592 
0.00037434 4028009.84741 3718213.11993 3368509.1161 3000636.78475 2615032.04969 2209189.73083 1805277.1647 1412624.12397 1044262.95745 716587.499401 
0.0003819 4025440.59547 3701830.13985 3365726.54319 2988601.17825 2605473.70736 2204572.30704 1802330.11418 1410224.16583 1042549.85691 714576.169972 
0.00038962 4020548.43611 3701001.57397 3352803.09373 2989693.54754 2592896.24612 2201853.61057 1799713.62969 1408607.78952 1040875.97213 713147.902144 
0.00039749 4022473.79262 3699612.12967 3351232.74719 2987546.14161 2609073.48055 2200289.91474 1798078.66104 1406968.48715 1040281.77891 712530.7791 
0.00040552 4003680.48651 3690580.30946 3355779.52592 2984430.0272 2593584.37811 2197182.78138 1796755.62972 1405107.21307 1039541.83724 712221.837844 
0.00041371 4007345.25541 3695055.05914 3348463.82067 2979037.4299 2590614.59456 2194732.3515 1794199.74789 1403004.56595 1038322.38117 711099.542471 
0.00042207 4003044.41198 3681110.1311 3336013.60425 2972456.75501 2596414.43362 2191446.86447 1790386.68276 1401098.13251 1035650.14414 710513.119879 
0.0004306 3995138.85185 3676417.88413 3342716.70085 2964782.23466 2583450.39581 2186987.7411 1790321.52581 1401169.12689 1035863.99625 709717.095101 
0.00043929 3988646.0395 3669429.76859 3328111.23922 2973135.45798 2575551.40574 2182796.26126 1787013.04039 1398408.17474 1033388.3565 708527.4648 
0.00044817 3989172.87829 3671977.51629 3322836.83435 2968291.04221 2583823.55395 2188235.46426 1784680.48798 1395842.49913 1032292.47524 707751.175526 
0.00045722 3980828.5354 3661701.00572 3324513.29597 2956773.34512 2582418.44627 2181752.04635 1782554.41919 1394134.04342 1031419.16838 707033.367765 
0.00046646 3970284.57438 3660982.2927 3324669.7481 2952274.77321 2570854.57827 2174513.94621 1779681.90391 1392988.29738 1029231.3296 705786.496423 
0.00047588 3964332.36265 3655469.15925 3312369.92219 2951312.17803 2568503.606 2174734.99348 1777187.01544 1390798.16008 1028446.58859 704629.876957 
0.0004855 3964963.08422 3650673.86413 3311241.29257 2952498.91805 2564821.90805 2172979.34886 1775627.79138 1388562.99363 1027300.07372 704680.371902 
0.0004953 3965236.66379 3646761.59725 3308147.3823 2942184.25083 2558670.16783 2171370.74406 1773197.60085 1387566.55022 1026050.47944 703245.280674 
0.00050531 3950658.11236 3630875.47116 3295718.16451 2937107.48009 2556530.94573 2165542.78436 1768898.32 1384396.85943 1023148.828 701499.523782 
0.00051552 3941626.33038 3639916.35816 3300957.36971 2935357.90144 2556497.62975 2163609.0975 1768454.53125 1383510.76609 1023792.98652 701482.478227 
0.00052593 3939875.92549 3632538.01856 3287322.04674 2926112.01548 2552125.34723 2157821.46928 1763572.35021 1380353.79795 1021358.36467 700124.116819 
0.00053656 3939332.52841 3617960.29015 3284156.10291 2926908.67766 2548977.37662 2152199.4055 1765860.06497 1379453.47395 1019260.14756 698705.62929 
0.00054739 3928493.46266 3619765.51904 3286916.24152 2924408.55686 2545524.05703 2150527.23247 1760839.57831 1377647.58809 1019027.4952 698889.815588 
0.00055845 3919489.46702 3611639.19559 3276042.20816 2918037.99982 2536532.00464 2155703.57764 1752403.72976 1374218.20495 1017069.35676 696730.498259 
0.00056973 3921112.79925 3608191.93634 3269182.7152 2914757.69295 2536861.47743 2144996.53009 1757640.6533 1373490.06343 1014838.51534 696020.150839 
0.00058124 3906243.72769 3596669.80463 3261218.69779 2904518.90823 2533099.35507 2139240.11642 1747942.84602 1369736.94839 1013174.74762 694684.149821 
0.00059299 3902971.09203 3596593.96798 3265018.01572 2905248.8838 2524653.89456 2143658.22223 1749856.45406 1368699.71004 1012473.96909 693893.333667 
0.00060496 3904464.56091 3593139.27434 3256696.76138 2902511.39438 2520196.79776 2136349.81137 1749576.90021 1366229.24341 1010318.24776 693270.018961 
0.00061719 3885078.46978 3577341.47775 3246500.044 2890325.55848 2518757.53538 2129265.18297 1740158.04955 1363313.72462 1008366.53618 691007.594665 
0.00062965 3884747.93973 3579859.00122 3246641.81592 2887495.70279 2520110.44119 2129435.5848 1739272.20219 1362760.10773 1007274.19513 690957.032171 
0.00064237 3880136.90804 3572744.54895 3235355.97897 2883139.25863 2508188.46397 2124758.17629 1739861.94179 1358921.95729 1005505.90407 688955.039595 
0.00065535 3871346.67617 3561491.68682 3236149.69402 2879713.99017 2506080.10642 2119230.02579 1736827.22629 1356558.05765 1003449.49618 687960.639611 
0.00066859 3861317.69421 3554679.90236 3225164.0701 2875033.14828 2501529.84129 2121177.46531 1725269.94272 1354493.09466 1001390.47966 687327.663289 
0.0006821 3853946.36632 3550793.03302 3220823.32242 2868988.29051 2494080.4945 2114092.66532 1724889.64498 1351939.68782 1000018.3109 685435.597037 
0.00069588 3852337.00656 3546832.88565 3217091.11015 2864329.82248 2494481.70024 2108601.34626 1730516.99057 1350681.41206 998595.643652 684563.069722 
0.00070993 3848570.83332 3541218.47651 3207107.35344 2856776.47164 2490535.9202 2107133.00052 1722988.64739 1347442.06457 997028.369749 683433.387355 
0.00072427 3832221.55114 3528526.04759 3207774.52044 2848798.16383 2485257.15832 2101089.67359 1712834.15276 1345664.28541 994352.32397 681788.71793 
0.00073891 3825446.16046 3525318.61969 3195897.46919 2849642.39164 2475737.63105 2097665.11846 1715514.57294 1344419.64364 992554.101826 680584.827633 
0.00075383 3822489.54209 3520274.33126 3190548.94958 2843233.24855 2469922.22969 2092695.16977 1715995.21584 1335035.65824 990811.690825 679790.900134 
0.00076906 3810570.878 3508621.59213 3186039.45544 2832718.4157 2470662.04463 2089290.98702 1709125.3139 1335716.79089 988588.898799 677920.744259 
0.0007846 3808333.81057 3504904.03943 3175398.94403 2829639.57938 2466893.73429 2088075.79584 1704643.30293 1336069.58788 986646.484469 676206.833628 
0.00080045 3797941.10964 3497785.60514 3169545.88897 2822471.13372 2456767.01262 2078767.21271 1698490.18169 1329291.0951 984641.20147 675280.333546 
0.00081662 3786246.13711 3491146.10719 3166116.00668 2820181.66954 2453259.09215 2076687.38518 1695471.39719 1329305.75762 983028.971434 673927.213356 
0.00083311 3782370.95876 3480935.57526 3161673.54374 2816532.14365 2445640.97092 2070234.32242 1696990.88096 1326606.12765 980447.947527 672554.724523 
0.00084994 3773530.93877 3473966.69289 3149243.59089 2804867.34034 2440399.94897 2067635.48028 1690869.01843 1323582.5213 978242.971968 671309.978755 
0.00086711 3765155.54959 3464495.63529 3141756.51217 2799667.55049 2439866.20198 2065065.00551 1686754.23473 1320354.22696 976063.151679 669331.491016 
0.00088463 3754709.95853 3458490.17052 3136646.70939 2791066.59201 2432703.46272 2056390.59917 1680514.18693 1316739.49943 974050.191772 667589.133063 
0.0009025 3748345.90391 3453090.89758 3130751.08583 2787029.5743 2427045.16451 2052116.53841 1679004.35461 1313359.59949 971821.503206 666580.687478 
0.00092073 3739452.17826 3438896.21854 3121784.77602 2780946.44912 2418777.70625 2051008.16478 1675454.42399 1308093.19602 969252.052748 665020.553162 
0.00093933 3727361.50814 3432464.81965 3117209.30604 2771833.39592 2413689.30782 2043713.47321 1671079.04174 1306771.4733 967160.923971 663102.429476 
0.00095831 3719558.33998 3427528.47464 3105600.84161 2768273.83859 2407513.47115 2036401.87582 1666865.54154 1304044.84294 964229.075201 661347.959901 
0.00097767 3711024.06054 3421005.51326 3099580.29577 2759488.05059 2401244.35602 2033025.12037 1661780.28775 1302024.73071 963195.246619 660276.078301 
0.00099742 3696860.12331 3400269.51349 3089655.30543 2747415.58038 2392998.50394 2028067.60201 1657945.9666 1296549.21422 959032.329345 657191.163997 
0.0010176 3696154.99059 3399598.68724 3085156.91457 2750213.21134 2392549.81751 2026164.29983 1654126.80534 1295844.02556 956033.644379 657032.906372 
0.0010381 3686305.35052 3399064.1628 3079701.49965 2741077.48613 2387478.87878 2020721.55059 1651820.54054 1292707.53341 954272.698329 655598.447821 
0.0010591 3666175.59563 3376334.03416 3059911.59222 2725368.94336 2371907.51739 2007113.06335 1642502.02226 1283430.25489 952401.679006 651936.270546 
0.0010805 3667867.6246 3374340.94435 3062904.17577 2729960.70282 2374905.95049 2007852.68695 1641704.16678 1285808.29707 953039.704062 652220.109877 
0.0011023 3648729.80648 3362410.60911 3049548.78815 2716046.44372 2364638.71821 2002853.33498 1637747.57018 1281689.49757 943901.339211 648956.758392 
0.0011246 3643005.74861 3353831.67582 3039263.54085 2706007.14154 2357691.98235 1995124.25969 1630987.78212 1274817.72641 945269.374028 647366.10816 
0.0011473 3632332.58193 3342180.85058 3033290.45889 2699978.12673 2351243.14465 1989863.27808 1624978.79032 1272553.00499 941375.645909 645569.880366 
0.0011705 3619729.46421 3330823.4613 3024392.06996 2690703.20392 2342529.7904 1980745.47958 1621230.39391 1268996.78117 936967.129185 643724.574583 
0.0011941 3619294.96445 3334311.93516 3022921.26852 2691148.33549 2342750.09058 1984530.1326 1620720.0706 1267033.33838 938664.297353 643612.409791 
0.0012182 3589380.8748 3307221.92517 2997666.33436 2670658.79551 2324464.17545 1968032.02947 1606983.60085 1260350.87171 931403.399598 638537.071589 
0.0012429 3577933.2849 3294947.05866 2987795.82662 2660450.14795 2315474.16759 1960070.94375 1603575.89396 1253648.56638 930058.28297 636126.848265 
0.001268 3580611.89232 3295874.2012 2990651.7219 2663122.50836 2317052.6054 1962501.01033 1605090.93087 1255137.35575 926778.719434 636203.483745 
0.0012936 3567412.10599 3285351.5824 2978957.27277 2652011.42761 2310122.10247 1953595.60387 1597540.21947 1252481.25784 925055.944591 634516.539335 
0.0013197 3550697.87174 3268999.34567 2966273.45464 2640141.85738 2299503.18316 1944812.41049 1591133.09233 1243814.41839 920465.045147 631203.643826 
0.0013464 3537385.82284 3253374.00705 2952078.36968 2629061.53801 2288049.24 1938123.24999 1583622.9939 1238649.9242 916102.72353 628380.051418 
0.0013736 3528307.13766 3253806.20153 2947517.6746 2628529.25762 2285013.50316 1935403.68709 1581173.03703 1237561.0738 914259.172476 627837.016274 
0.0014013 3519144.22019 3239723.80783 2940956.2516 2616495.38644 2276996.97765 1927051.44189 1577953.16091 1232046.37939 913287.613383 625358.794925 
0.0014296 3502697.91069 3223941.00756 2924964.79286 2602719.62167 2268143.06567 1917501.00321 1568154.14164 1227320.65811 907628.398632 622991.450074 
0.0014585 3481481.39476 3207567.86951 2908799.46777 2591824.83728 2255675.5082 1910313.73062 1558851.01148 1222507.40703 900660.177835 618097.764736 
0.001488 3479497.39824 3200076.14745 2906128.97109 2585347.59849 2250820.45614 1907201.14494 1556408.36084 1218457.07839 904166.372253 618872.591927 
0.001518 3464315.82776 3191996.69043 2891840.52632 2576052.59927 2243504.12406 1896317.41349 1553246.54307 1214708.26897 897692.838636 617174.655845 
0.0015487 3442283.81475 3169768.08521 2875416.50516 2561060.5054 2229030.10643 1885518.80474 1542464.91085 1207938.61442 892830.488684 609720.490763 
0.00158 3437759.99542 3164908.63386 2871045.20931 2557389.46699 2224509.14815 1884319.65439 1538464.67621 1202224.73507 892101.777516 611757.980188 
0.0016119 3417854.70799 3148601.0863 2852974.24093 2541898.64467 2211798.90295 1874803.10297 1531643.09819 1198481.60635 884038.376081 607725.134991 
0.0016445 3403476.46491 3134805.57306 2843344.19481 2531722.2573 2203390.69733 1863586.71189 1526075.91718 1194745.86498 883521.198088 604226.585791 
0.0016777 3393956.82219 3123801.91906 2834614.5688 2522725.00814 2196587.30955 1859524.53907 1519146.57045 1189823.34719 879759.695641 604456.375873 
0.0017116 3373165.59117 3104180.37825 2817337.42245 2507840.24972 2182240.16333 1849060.03888 1509616.95653 1181878.78838 873444.893794 599588.609262 
0.0017462 3365189.03977 3099313.04615 2810505.33892 2503107.31223 2178505.49594 1842579.09922 1508249.95965 1177837.25924 873310.88829 597331.220016 
0.0017814 3349579.27926 3083297.12045 2797478.45087 2488605.80011 2169690.08428 1835100.66941 1500438.39385 1172753.84849 868258.717788 595666.405089 
0.0018174 3327623.5121 3065763.83674 2778709.47057 2475867.02584 2154715.75996 1823304.89362 1490555.22344 1168004.865 861949.292427 593134.417893 
0.0018541 3312905.85458 3050186.52572 2767609.69572 2463787.49971 2144453.3846 1815535.10861 1483924.00306 1162189.26113 858707.506058 588998.403656 
0.0018916 3297573.61311 3033625.20204 2752543.2348 2451385.74178 2133192.09132 1807178.43985 1477068.91756 1154012.0243 854408.519035 584773.018965 
0.0019298 3280601.1175 3021747.94466 2740573.5986 2441628.36931 2123691.36945 1798785.24593 1469302.4743 1149293.37541 851876.717062 583245.591433 
0.0019688 3259713.21727 3004426.05187 2723477.12396 2425206.31933 2110794.17474 1785729.22053 1459616.14672 1142834.09854 844490.761925 579708.298078 
0.0020086 3249702.07952 2991632.95921 2714014.95065 2416503.5846 2103736.72174 1779579.06752 1456477.32092 1140014.11585 841548.337332 577815.027881 
0.0020491 3236156.8334 2977143.87886 2701980.17376 2404620.55864 2094515.92611 1773497.2303 1449284.31535 1134021.58344 840324.144675 576003.893366 
0.0020905 3205922.08883 2954111.91306 2676956.3686 2383461.57897 2075769.46881 1757017.0118 1435611.27075 1122922.50361 830410.260021 568972.047864 
0.0021328 3195879.73534 2942125.21353 2669798.84639 2377653.35586 2068959.8733 1751063.36846 1432351.20513 1120139.61776 827683.341515 567701.733779 
0.0021758 3178131.80218 2925870.03257 2653342.26589 2363866.11739 2056490.55414 1740496.99997 1423513.52315 1114010.29022 824788.764963 564637.059428 
0.0022198 3155379.92846 2907344.73846 2635346.93157 2347371.75693 2043920.37613 1729250.95059 1412282.89182 1107083.89644 818396.399155 560290.931291 
0.0022646 3139709.24954 2891023.60339 2623062.76886 2334682.46491 2031524.57403 1720925.01459 1407218.63883 1099642.53313 813878.169616 559073.186601 
0.0023104 3114961.56152 2867462.12979 2601856.36085 2314904.65575 2016322.04218 1705722.28469 1396346.62682 1090924.18069 807220.590112 554578.389047 
0.0023571 3101503.37449 2854899.03283 2589583.32848 2306705.82739 2007259.5425 1698682.39016 1388328.5979 1088130.7243 802823.633386 550347.303471 
0.0024047 3077842.53733 2835398.66516 2571569.23981 2291070.97755 1993332.13242 1686523.15778 1379339.01004 1078511.56727 798212.07716 546418.712721 
0.0024533 3062128.91841 2819029.64607 2555397.93343 2276210.55042 1982502.54189 1678437.02389 1371266.99928 1072292.01415 794519.735027 544775.551214 
0.0025028 3041011.54765 2800189.30084 2540561.28381 2261927.54403 1966979.05223 1667177.57841 1362109.4153 1066647.6369 788385.768523 540581.482862 
0.0025534 3014969.339 2776637.36781 2520040.46052 2241432.81409 1952588.31607 1651657.83699 1350686.97339 1057178.31511 781548.958544 535946.758171 
0.002605 2999563.05405 2761207.47737 2503257.24724 2228955.48581 1941250.98648 1642435.23536 1343107.36779 1051279.40903 776427.526801 532934.29195 
0.0026576 2975991.25291 2739700.07738 2484865.41547 2213614.31643 1925964.96163 1631211.4109 1332863.92057 1043139.47537 771297.378331 528276.947438 
0.0027113 2956403.81785 2723044.11311 2470545.49131 2198645.23771 1915196.48754 1620581.52966 1324019.59369 1036171.80796 766985.787149 526255.201137 
0.002766 2933293.01424 2702569.12565 2450767.19366 2182265.66338 1898866.25087 1606424.141 1314122.07142 1028246.19877 760563.738379 521752.117986 
0.0028219 2915632.82903 2677649.44957 2429142.02074 2163644.63714 1882660.3007 1594559.10575 1302514.56953 1019463.98881 753485.389125 517221.083542 
0.0028789 2889078.67524 2658449.61068 2410784.62847 2146893.76137 1869394.9951 1581659.27314 1293710.66581 1011084.73918 748302.487606 513085.671494 
0.0029371 2857926.47064 2637339.80282 2392170.32198 2129803.84914 1854026.12796 1569096.3052 1283460.06321 1004304.76811 743103.140717 508816.191732 
0.0029964 2837272.58365 2617638.51407 2375133.62866 2115681.51529 1841757.75842 1558411.3099 1273268.17016 997391.236231 737358.203994 505346.960194 
0.0030569 2822418.67338 2594085.99817 2351884.24253 2094298.81851 1822949.03388 1543449.62719 1261607.62232 986516.765945 730090.111086 500065.460982 
0.0031187 2798933.96353 2573726.36597 2332768.33794 2077186.74367 1807614.72095 1530807.73847 1250744.01333 978453.003661 723634.30473 497016.962063 
0.0031817 2762291.72508 2549174.71066 2312875.84949 2058978.11105 1793170.86274 1516526.34727 1240577.47785 970144.416393 716932.828597 492746.923002 
0.003246 2743599.87248 2525407.34457 2292555.39494 2041355.89487 1776164.15208 1504998.20589 1229679.28177 962239.568981 712154.141239 487449.141059 
0.0033115 2720108.78688 2511517.56636 2274076.51456 2025631.3007 1762158.49478 1491588.33605 1218583.31032 954640.325615 705750.985961 483656.319626 
0.0033784 2691343.44521 2474751.82924 2248039.69574 2002093.14324 1743857.69425 1474992.66935 1206178.79507 943171.568794 697882.620445 478397.226441 
0.0034467 2669465.42122 2458054.81922 2230390.16101 1984613.53032 1727692.23602 1462578.66041 1195351.77581 935863.871028 692275.107128 474299.732922 
0.0035163 2643148.48147 2442706.13725 2201501.31459 1964342.80638 1709943.3331 1446738.73156 1183229.35523 926318.315476 684130.922828 470042.979883 
0.0035874 2622769.96732 2399780.94633 2184831.05766 1945788.20755 1693539.56164 1433523.90239 1172496.09338 915962.427851 678139.221534 464555.80172 
0.0036598 2587588.10214 2384338.71235 2167134.70346 1926888.26874 1676634.09451 1420200.54504 1159875.66162 908298.784519 671782.009922 460730.12937 
0.0037338 2561813.37747 2366508.72982 2140153.11005 1905097.97874 1658243.085 1402871.10998 1147692.43562 898042.040068 663778.863635 455016.082176 
0.0038092 2546745.14275 2327538.18056 2124006.06268 1887111.67137 1642727.70703 1390525.39738 1137224.79986 889409.253629 657301.222655 450361.18175 
